attributnamn	value	Definition
	Kornstorlek, massfraktion <20 mikron	
	Kornstorlek, massfraktion <200 mikron	
	Kornstorlek, massfraktion <2000 mikron	
	Kornstorlek, massfraktion <210 mikron	
	Kornstorlek, massfraktion <250 mikron	
	Kornstorlek, massfraktion <3 mikron	
	Kornstorlek, massfraktion <300 mikron	
	Kornstorlek, massfraktion <31 mikron	
	Kornstorlek, massfraktion <4 mikron	
	Kornstorlek, massfraktion <420 mikron	
	Kornstorlek, massfraktion <50 mikron	
	Kornstorlek, massfraktion <500 mikron	
	Kornstorlek, massfraktion <53 mikron	
	Kornstorlek, massfraktion <600 mikron	
	Kornstorlek, massfraktion <63 mikron	Ler + Silt
	Kornstorlek, massfraktion <7 mikron	
	Kornstorlek, massfraktion <75 mikron	
	Kornstorlek, massfraktion <8 mikron	
	Kornstorlek, massfraktion <850 mikron	
	Kornstorlek, massfraktion <90 mikron	
	Kornstorlek, massfraktion >2000 mikron (grus)	
	Kornstorlek, massfraktion >8000 mikron	
	Kornstorlek, massfraktionsintervall >1000 mikron - <2000	
	Kornstorlek, massfraktionsintervall >125 mikron - <250	
	Kornstorlek, massfraktionsintervall >2000 mikron - <4000	
	Kornstorlek, massfraktionsintervall >250 mikron - <500	
	Kornstorlek, massfraktionsintervall >4000 mikron - <8000	
	Kornstorlek, massfraktionsintervall >500 mikron - <1000	
	Kornstorlek, massfraktionsintervall >63 mikron - <125	
	Kornstorlek, massfraktionsintervall >63 mikron - <2000 (sand)	
	Kornstorlek, medel	
	Kornstorlek, median	
	Kornstorlek, skevhet	
	Kornstorlek, sortering	
	Kornstorleksfraktion, mängd i (kumulativ) (2.2)	
	Latitud vid avslut av trålning/drag (MATRX=SI)	
	Lerhalt (%)	
	Lipidvikt (%)	
	Longitud vid avslut av trålning/drag (MATRX=SI)	
	Lufttemperatur	
	Lukt	
	Lukt av svavelväte, efter surgörning	2026-04-03 Lagt till komma
	Lukt, 20 °C	
	Lukt, 40-60 °C	
	Lukt, art	
	Lukt, art, 20 °C	
	Lukt, art, 40-60 °C	
	Lukt, art, i fält	
	Lukt, i fält	
	Marknivå, nedre	
	Marknivå, övre	
	Meckels divertikel, kvot	
	Mätningar och analyser i fält	
	Neutralrötts-retention (medel-retentionstid i minuter)	
	Område	
	Oxiderat skikt	
	Partikelhalt	
	Partikulärt material, < 10my	
	Permanganatförbrukning, KMnO4	
	pH	
	pH - Kaliumklorid	
	pH - Vatten	
	pH, 25 °C	
	pH, luftat	
	pH, mätt i fält	
	pH, mätt i labb	2026-04-03 Ändrat lab till labb
	pH, vätejon-koncentration	
	PM2,5	
	Precipitat, mängd	
	Projekt	
	Provtagningsdatum	
	Provtyp: samlingsprov (sam) eller stickprov (sti)	
	Redoxpotential	
	Redoxpotential, mätt i fält	
	Redoxpotential, mätt i laboratorium	
	Regeneration	
	Reningsverkets belastningstyp (industri, bostäder, mix)	
	Reningsverkets storlek i personekvivalenter	
	Salinitet	
	Salinitet, fält	
	Salthalt/Salinitet beräknad från kloridhalt m.h.a. UNESCO/SCOR/IAPSO-formeln: (PSALX = 1.80655 x CHLR)	
	Salthalt/Salinitet. Konduktivitets/salinitetsmätning användande instrument med precision i salinitet > 0.5 x 10-3 (t.ex. Switchgear Bridge). Salinitetsmätning in situ (temperaturmätning med termistor förutsatt)	
	Salthalt/Salinitet. Konduktivitets/salinitetsmätning från CTD/STD kalibrerad med precision i saliniteten < 0.01 x 10-3. Salinitetsmätning in situ (temperaturmätning med termistor förutsatt)	
	Salthalt/Salinitet. Konduktivitets/salinitetsmätning från CTD/STD kalibrerad med precision i saliniteten > 0.01 x 10-3. Salinitetsmätning in situ (temperaturmätning med termistor förutsatt)	
	Salthalt/Salinitet. Konduktivitets/salinitetsmätning från CTD/STD kalibrerad med åtminstone ett in situ-prov med precision i saliniteten < 0.01 x 10-3. Salinitetsmätning in situ (temperaturmätning med termistor förutsatt)	
	Salthalt/Salinitet. Konduktivitets/salinitetsmätning från CTD/STD kalibrerad med åtminstone ett in situ-prov med precision i saliniteten > 0.01 x 10-3. Salinitetsmätning in situ (temperaturmätning med termistor förutsatt)	
	Salthalt/Salinitet. Konduktivitetsmätning med laboratorie-salinometer. Mätning i vattenprov (temperaturmätning med termometer förutsatt)	
	Salthalt/Salinitet. Refraktionsindex/direkt-densitetsmätning. Mätning i vattenprov (temperaturmätning med termometer förutsatt)	
	Sedimentfraktion: sediment (sed) eller suspenderat sediment (susp)	
	Sedimentfärg	
	Sedimenttjocklek från ytan (nedre)	
	Sedimenttjocklek från ytan (övre)	
	Sedimenttyp	
	Sedimentålder bestämd från provtagningstiden	
	Siktdjup	
	Siktdjup	
	Siktdjup - Secchi-djup, enligt Secchi-skiva	
	Siktdjup med vattenkikare	
	Siktdjup utan vattenkikare	
	Slamtyp	
	Smak	
	Smak, 20 °C	
	Smak, 40 °C	2026-04-03 lagt till space innan °C
	Smak, art	
	Smak, art i fält	
	Smak, art, 20 °C	
	Smak, art, 40 °C	
	Smak, i fält	
	Station	
	Suspenderade ämnen	Dubblett med CH11/195
	Suspenderade ämnen, glödgningsförlust	
	Suspenderade ämnen, glödgningsrest	
	Suspenderade ämnen	Detta är en dubblett; använd CH11/192
	Syreförbrukning	
	Syremättnad	
	Syremättnad, i fält	
	Syrgasmättnad (SATO2)	
	Tabellpekare	
	Temperatur vid ankomst till lab	
	Temperatur vid konduktivitetsmätning	
	Temperatur vid pH-/konduktivitetsmätning	
	Temperatur vid pH-mätning	
	Temperatur vid provtagning	
	Temperatur, i fält	
	Temperatur, vid analystillfälle	
	Termoklin-djup (MATRX=SI)	
	Tillväxtpotential (P = A - R)	
	Torrsubstans (TS), 180 °C	2026-04-03 lagt till (TS) samt space innan °C
	Torrsubstans (TS)	
	Torrvikt (%)	
	Torrvikt (%), för icke-volatila parametrar (t. ex. oorganiska ämnen)	
	Torrvikt (%), för volatila parametrar (t. ex. organiska ämnen & kvicksilver)	
	Totalhårdhet, summa Ca+Mg	
	Totalhårdhet, summa Ca+Mg, mmol/l	
	Totalhårdhet, tyska grader	
	Totalhårdhet, tyska grader i fält	
	Transmittans, 254 nm	
	Tryck	
	Tubiditet JTU	
	Turbiditet	
	Turbiditet FNU	
	Turbiditet FTU	
	Turbiditet NTU	
	Turbiditet ZP	
	Turbiditet, efter syratillsats	
	Turbiditet, i fält	
	Turbiditet, luftat	
	Uppskattad sedimentationshastighet (mm/år) (MATRX=SI)	
	Vattenföring	
	Vattennivå-avvikelse (meter) (MATRX=SI)	
	Vattentemperatur	
	Vattentyp	
	Vikt - urtagen (maximum)	
	Vikt - urtagen (medel eller individuell)	
	Vikt - urtagen (minimum)	
	Vindhastighet (meter/sekund) (MATRX=SI)	
	Vindriktning, grader (MATRX=SI)	
	"Vågexponering (fetch = ""lång sträcka öppet vatten som vinden kan ta tag i"") (MATRX=SI)"	
	Våghöjd (meter) (MATRX=SI)	
	Ytsalinitet (MATRX=SI)	
	Ytströms-hastighet (MATRX=SI)	
	Ytströms-riktning (grader) (MATRX=SI)	
	Yttemperatur (MATRX=SI)	
	Prov våtvikt	Provets våtvikt (t.ex. i g)
	Prov torrvikt	Provets torrvikt (t.ex. i g)
	Prov lipidvikt	Provets lipidvikt (t.ex. i g)
	Prov volym	Provets volym (t.ex. i ml)
	Cellulosafiber	
	Vattenhalt (%)	Provets vatteninnehåll i procent av våtvikt
	Densitet	
	Torrsubstans, 105°C	
	pH, 20 °C	
	Kornstorlek, massfraktion <10 mikron	Ej relevant
	Kornstorlek, massfraktion <4000 mikron	Ej relevant
	Kornstorlek, massfraktion <8000 mikron	Ej relevant
	Glödförlust (GF), 1000 °C	Glödgningsförlusten utgör skillnaden i massa mellan torkat material och återstoden efter uppvärmning eller glödgning. Torkningen sker vanligen vid 105 °C och uppvärmningen till 550°C under 2 timmar. Val av glödgningstemperatur och tid varierar. Förkortas vanligen LoI efter den engelska benämningen ”loss on ignition”
	Absorbans, per 2 cm vid 254 nm	Ej relevant
	Absorbans, per 4 cm	Ej relevant
	Absorbans, per 4 cm vid 254 nm	Ej relevant
	Absorbans, per 5 cm vid 254 nm	Ej relevant
	Absorbans, per 5 cm vid 410 nm	Ej relevant
	Absorbans, per 5 cm vid 420 nm	Ej relevant
	Absorbans, per cm vid 254 nm	Ej relevant
	Absorbans, per cm vid 400 nm	Ej relevant
	Absorbans, per cm vid 410 nm	Ej relevant
	Absorbans, per m	Ej relevant
	Absorbans, specifik UV	WIKI
	Anjoner/Konduktivitet, kvot (%)	Ej relevant
	Färg, 374 nm	Ej relevant
	GC-CLSA (gas chromatography-closed loop stripping analysis), antal ämnen > 0,1 µg/l	Ej relevant
	Jonbalans, anjoner dividerat med katjoner	Ej relevant
	Jonbalans, joner dividerat med glödgningsrest	Ej relevant
	Jonbalans, summa anjoner	Ej relevant
	Jonbalans, summa anjoner inklusive fosfatjoner (PO4-) minus summa katjoner	Ersätter CH02/125 - Ej relevant
	Jonbalans, summa katjoner	Ej relevant
	Kemisk syreförbrukning-Cr-dikromat (COD-Cr), 448 nm	WIKI
	Kemisk syreförbrukning-Cr-dikromat (COD-Cr), 605 nm	WIKI
	Konduktivitet, anjoner	Ej relevant
	Lukt, enligt uppgift	Ej relevant
	Spektral absorptionskoefficient (SAK)	WIKI
	Totalmängden upplösta ämnen (TDS)	WIKI
	Transmittans, 254 nm, 1 cm, beräknad	WIKI
	Transmittans, 254 nm, 5 cm	WIKI
	Vattennivå	Ej relevant
	Konduktivitet, katjoner	Ersätter felinlagda CH12/364 - Ej relevant
	Jonbalans, summa anjoner minus summa katjoner	Ersätter CH02/126 - Ej relevant
	Jonbalans, summa anjoner inklusive fosfatjoner (PO4-)	Ersätter CH02/124 - Ej relevant
	Jonbalans, summa katjoner, metaller	Ersätter CH01/70 - Ej relevant
	Acanthocephala	
	Acanthochondria sp.	
	Acetylkolinesteras-aktivitet (Enhetsexempel: mängd acetyltiokolin (ACTC)/tisenhet/mängd protein)	
	Aeromonas	
	Aeromonas hydrophila	
	Aggresivitetsindex	
	Aktinomyceter	
	Alg-biomassa, deplacementvolym	
	Alg-biomassa, sedimentationsvolym	
	Analyserad vävnad	
	Ancistrum mytili	
	Anisakidae -nematodfamilj (Rubin ö1)	
	Antal individ, om poolat prov	
	Apoptos - programmerad celldöd	
	AR_CALUX - (anti)androgena föreningar	Chemical Activated LUciferase gene eXpression (CALUX) är en bioassay utvecklad av BioDetection Systems. AR CALUX detekterar aktivitet (agonistisk/antagonistisk) i en human cellinje med inkoporerad eldfluge-luciferasgenen kopplad till androgen-responsiva element (ARE) som en reporter-gen för närvaro av av androgener eller androgen-lika föreningar. Mängden emitterat ljus  kopplas till referensämnet dihydrotestosteron (DHT) och uttrycks i  DHT-ekvivalenter
	Artnamn	
	Artnamn, latin	
	Bacillus spp.	
	Basofila foci	
	Biomassa - askfri torrvikt	
	Biomassa - askvikt - för äldre databaser	
	Biomassa - cellvolym (µm3)	
	Biomassa - kolinnehåll	
	Biomassa - plasmavolym (µm3)	
	Biomassa - torrvikt	
	Biomassa - våtvikt	
	Blandade foci med cellulär färändring	
	Blandat hepatobiliärt karcinom	
	Bredd, ex. matrix EG (eye gaze)	
	Bucephalid sp. (av familjen Bucephalidae)	
	Caligus sp. (stadier 1-3 som specificerat i MUNIT)	
	Campylobacter	
	Campylobacter jejuni/E. coli	Felaktig kod, ska vara Campylobacter coli, använd ny parameter CH12/285
	Campylobacter jejuni/E. coli, anrikade	Felaktig kod, ska vara Campylobacter coli, använd ny parameter CH12/286
	Campylobacter jejuni/E. coli, direkt	Felaktig kod, ska vara Campylobacter coli, använd ny parameter CH12/287
	Campylobacter spp., anrikning	2026-04-03 Ändrat anrikade till anrikning
	Campylobacter spp., direkt	
	Chlamydia sp.	
	Ciliophora sp. (Tillhörande Fylumet Ciliophora med tusentals arter)	
	Clavella sp.	
	Clostridium perfringens	
	Clostridium perfringens, konfirmerade	
	Clostridium perfringens, presumtiva	
	Cryptocotyle sp.	
	Cytokrom P450 1A (ospecific)	
	Degenerativa skador	
	delta-Aminolevulinsyra (ALA)-dehydratas	
	Diclidophora merlangi (stadier 1-3 som specificerat i MUNIT)	
	Diplostomum sp.	
	DNA - enligt kometmetoden	
	DNA-addukter: Antal addukter/1 E+8 normala nukleotider	
	Ekotoxikologiska effekter - mikrotox	
	Epidermal hyperplasi/papillom	
	ERa_CALUX - (anti)estrogena föreningar	Chemical Activated LUciferase gene eXpression (CALUX) är en bioassay utvecklad av BioDetection Systems. ERα CALUX detekterar aktivitet (agonistisk/antagonistisk) i en human cellinje med inkoporerad eldfluge-luciferasgenen kopplad till östrogen-responsiva element som en reporter-gen för närvaro av av östrogen eller östrogen-lika föreningar . Mängden emitterat ljus  kopplas till referensämnet 17β-östradiol och uttrycks i 17β-östradiol-ekvivalenter
	EROD (Etoxyresorufin-0-deetylas)-mätmetod - pmol resorufin/mg-protein/min: substrat, 7-etoxyresorufin	
	Escherichia coli (E. coli), presumtiva, MF	
	Escherichia coli (E. coli)	
	Escherichia coli (E. coli) O157:H7	
	Escherichia coli (E. coli), 44 °C	
	Escherichia coli (E. coli), Colilert	
	Escherichia coli (E. coli), MF	
	Escherichia coli (E. coli), rör	
	Estrogent responsiv - kemiskt aktiverad luciferas expression	
	Eusinofila foci	
	Extraherbara lipider, %	
	Fenröta/erosion (akut/under läkning)	
	Fett, totalt	
	Fettvikt, %	
	Fibrillära inklusioner	
	Fibros	
	Fosfolipidos	
	Glugea sp.	
	Glutationtransferas (mikromol/min/mg protein)	
	Gonadalt somatiskt index	
	Gonadalt stadium - efter lek	
	Gonadalt stadium - före lek	
	Granulom	
	Haplosporidia sp.	
	Hemangiom	
	Hemangiopericytiskt sarkom	
	Hemangiosarkom	
	Hemosideros	
	Hepatocellulär och nukleär polymorfism	
	Hepatocellulärt adenom	
	Hepatocellulärt karcinom	
	Heterotrofa bakterier, 2 dygn	
	Heterotrofa bakterier, 20 °C, 10 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Heterotrofa bakterier, 20 °C, 13 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Heterotrofa bakterier, 20 °C, 2 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Heterotrofa bakterier, 20 °C, 4 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Heterotrofa bakterier, 20 °C, 5 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Heterotrofa bakterier, 20 °C, 6 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Heterotrofa bakterier, 20 °C, 8 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Heterotrofa bakterier, 20 °C, 9 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Heterotrofa bakterier, 22 °C, 10 dygn	2026-04-04 Ändrat 22°C till 22 °C
	Heterotrofa bakterier, 22 °C, 2 dygn	2026-04-04 Ändrat 22°C till 22 °C
	Heterotrofa bakterier, 22 °C, 4 dygn	2026-04-04 Ändrat 22°C till 22 °C
	Heterotrofa bakterier, 22 °C, 5 dygn	2026-04-04 Ändrat 22°C till 22 °C
	Heterotrofa bakterier, 22 °C, 8 dygn	2026-04-04 Ändrat 22°C till 22 °C
	Heterotrofa bakterier, 22 °C, 9 dygn	2026-04-04 Ändrat 22°C till 22 °C
	Heterotrofa bakterier, 3 dygn	
	Heterotrofa bakterier, 35 °C	2026-04-04 Ändrat 35°C till 35 °C
	Heterotrofa bakterier, 35 °C, 10 dygn	2026-04-04 Ändrat 35°C till 35 °C
	Heterotrofa bakterier, 35 °C, 2 dygn	2026-04-04 Ändrat 35°C till 35 °C
	Heterotrofa bakterier, 35 °C, 4 dygn	2026-04-04 Ändrat 35°C till 35 °C
	Heterotrofa bakterier, 35 °C, 8 dygn	2026-04-04 Ändrat 35°C till 35 °C
	Hudsår (akuta/under läkning)	
	Hydropisk vakuolisering av biliära epitelceller och/eller hepatocyter	
	Hyperpigmenterings-stadium (stadier 1-3)	
	Ichthyophonus sp.	
	Imposex, % honor uppvisande	
	Imposexstadium	
	Imposexstadium-index	
	Inga abnormiteter detekterade	
	Intersex, % honor uppvisande	
	Intestinala enterokocker	
	Intestinala enterokocker, 1000 ml	2026-04-04 Ändrat 1000ml till 1000 ml
	Intestinala enterokocker, 250 ml	2026-04-04 Ändrat 250ml till 250 ml
	Intestinala enterokocker, Enterolert	
	Intestinala enterokocker, presumtiva	
	Intracellulära ciliater och protister	
	Jästsvamp	
	Katalasaktivitet (mikromol/min/mg protein)	
	Klarcellsfoci	
	Koagulativ nekros	
	Kolangiokarcinom	
	Kolangiom	
	Kolesterol	
	Koliforma bakterier	
	Koliforma bakterier, 35°C	2026-04-04 Ändrat 35°C till 35 °C
	Koliforma bakterier, 35°C, 2 dygn	2026-04-04 Ändrat 35°C till 35 °C
	Koliforma bakterier, 35°C, 3 dygn	2026-04-04 Ändrat 35°C till 35 °C
	Koliforma bakterier, 35°C, MF	2026-04-04 Ändrat 35°C till 35 °C
	Koliforma bakterier, 35°C, rör	2026-04-04 Ändrat 35°C till 35 °C
	Koliforma bakterier, 37°C	2026-04-04 Ändrat 37°C till 37 °C
	Koliforma bakterier, 37°C, MF	2026-04-04 Ändrat 37°C till 37 °C
	Koliforma bakterier, 37°C, rör	2026-04-04 Ändrat 37°C till 37 °C
	Koliforma bakterier, Colilert	
	Koliforma bakterier, MF	
	Koliforma bakterier, MPN	
	Koliforma bakterier, termotoleranta, MF	
	Koliforma bakterier, termotoleranta, rör	
	Kolonier på endo-plattor, antal	
	Kvinnlig befolkning, %	
	Könskod	
	Lateral lipidos	
	LC50	
	Legionella pneumophila	
	Legionella spp.	
	Lepeophtheirus sp.	
	Lernaeocera sp.	
	Leversomatiskt index (HSI)	
	Lipofuscin	
	Listeria monocytogenes	
	Livsmedel	
	Lymfocystis	
	Lymfocytisk/monocytisk infiltration	
	Lysosomal membrandestabilisering	
	Långsamväxande bakterier	
	Långsamväxande bakterier, 20 °C	2026-04-04 Ändrat 20°C till 20 °C
	Längd	
	Längd (max)	Maximi-längd av individer i ett samlingsprov
	Längd (medelvärde)	Medel-längd av individer i ett samlingsprov
	Längd (min)	Minimi-längd av individer i ett samlingsprov
	Längd av hanlig penis (LNMPE)	
	Längd av hanlig prostatakörtel (mm) för intersex	
	Längd av honlig penis (LNFPE)	
	Längd av of honlig prostatakörtel (mm) för intersex	
	M74	
	Makroskopisk steatos (fettlever)	
	Manlig befolkning, %	
	Martelia refringens	
	Melanomakrofag-centra (MMC)	
	Mellankönligt stadie-index	
	Mellankönligt stadium	
	Metallotionein (nanomol MT/mg S9 protein)	
	Mikrokärnor	
	Mikrokärns-antal av räknade celler (QC parameter)	
	Mikroorganismer, antal	
	Mikroskopisk steatos (fettlever)	
	Mikrosvamp	
	Mikrosvamp, 20 °C	2026-04-04 Ändrat 20°C till 20 °C
	Minskat födointag, %	
	Mortalitet, %	
	Mytilicola intestinalis	
	Mögelsvamp	
	Mögelsvamp, 20 °C, 2 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Mögelsvamp, 20 °C, 6 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Mögelsvamp, 20 °C, 7 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Mögelsvamp, 20 °C, 8 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Mögelsvamp, 22 °C, 7 dygn	2026-04-04 Ändrat 22°C till 22 °C
	Nettorespons, %	
	Nodulär tumör	
	Odlingsbara mikroorganismer, 20 °C, 3 dygn	2026-04-04 Ändrat 20°C till 20 °C
	Odlingsbara mikroorganismer, 22 °C	2026-04-04 Ändrat 22°C till 22 °C
	Odlingsbara mikroorganismer, 22 °C, 2 dygn	2026-04-04 Ändrat 22°C till 22 °C
	Odlingsbara mikroorganismer, 22 °C, 3 dygn	2026-04-04 Ändrat 22°C till 22 °C
	Odlingsbara mikroorganismer, 35 °C, 5 dygn	2026-04-04 Ändrat 35°C till 35 °C
	Odlingsbara mikroorganismer, 37 °C, 1 dygn	2026-04-04 Ändrat 37°C till 37 °C
	Odlingsbara mikroorganismer, 37 °C, 2 dygn	2026-04-04 Ändrat 37°C till 37 °C
	Pankreatiskt acinärcellsadenom	
	Pankreatiskt acinärcellskarcinom	
	Penis-klassifikationsindex (Summa av imposex-stadievärden från alla undersökta honor ) / (Antal honor)	
	Populationstäthet	
	Proteinkoncentration - massa (mg protein/gram matrix)	
	Proteinkoncentration - volym (mg protein/ml homogeniserad matrix)	
	Pseudobrankial uppsvällnad (X-cellssjuka	
	Pseudomonas aeruginosa	WIKI
	Pseudomonas spp.	WIKI
	Relativt penislängds-index (RPLI)	Imposex, (honlig medel-penislängd/hanlig medel-penislängd) x 100, bör anges med enhet = Procent
	Relativt penisstorleks-index (RPSI)	Imposex, (honlig medel-penislängd)^3/(hanlig medel-penislängd)^3) x 100, bör anges med enhet = Procent
	Rickettsia sp.	
	Salmonella	
	Skelettdeformitet	
	Spongiös hepatit	
	Staphylococcus spp.	"2026-04-04 Ändrat felstavning ""Stafylocockus"""
	Steinhausia mytilovum	
	Stephanostomum sp.	
	Sterila honor, % (IMPS 5-6, INTS 2 eller över)	
	Sulfitreducerande anaeroba bakterier	"2026-04-04 Tagit bort bindestreck i ""Sulfit-reducerande"""
	Superoxiddismutas (SOD)	
	Termotoleranta koliforma bakterier	
	"Tjocklek (""organ"" beskrivet i matrix - ex. BB, ES (äggskal), EX (skal))"	
	Torrvikt, %	
	Trematod - sporocystinfektion	
	Tumör, elakartad	
	Tumör, godartad	
	Vakuoliserade foci	
	Variabelt glykogeninnehåll	
	Vas Deferens Sekvens (VDS)	Imposex, sädesledarens bildningsstadium (stadier 0-6), bör anges med enhet = stadium
	Vas Deferens Sekvens-Index (VDSI)	Imposex, medelvärde av uppmätta VDS-stadier, bör anges med enhet = idx (d.v.s. index)
	Vikt	
	Vikt (max)	Maximi-vikt av individer i ett samlingsprov
	Vikt (medelvärde)	Medel-vikt av individer i ett samlingsprov
	Vikt (min)	Minimi-vikt av individer i ett samlingsprov
	Visceralt granulom	
	Vitellogenin (mikrogram/ml)	
	Vävnadsvikt	
	Ålder	
	Ålder (max)	Maximi-ålder av individer i ett samlingsprov
	Ålder (medelvärde)	Medel-ålder av individer i ett samlingsprov
	Ålder (min)	Minimi-ålder av individer i ett samlingsprov
	Övrig växt på endoplattan	
	Fekunditet, antal ägg per hona för vitmärla	
	Utvecklingsstadium embryo (0-9) för vitmärla	
	Missbildade embryon för vitmärla	
	Membranskadade embryon för vitmärla	
	Embryon som har ett skikt av lipider strax innanför äggmembranet för vitmärla	
	Hona infekterad av microsporidieparasiter för vitmärla	Värden för den här parametern bara ska vara 1 eller 0 där 1 = ja, förekommer och 0 = nej, förekommer inte och enheten ska vara enhetslös.
	Hona infekterad av akantocefaler för vitmärla	Värden för den här parametern bara ska vara 1 eller 0 där 1 = ja, förekommer och 0 = nej, förekommer inte och enheten ska vara enhetslös.
	Hona infekterad av andra parasiter för vitmärla	Värden för den här parametern bara ska vara 1 eller 0 där 1 = ja, förekommer och 0 = nej, förekommer inte och enheten ska vara enhetslös.
	Somitskada, hona med manganfläckar som orsakas av syrebrist för vitmärla	Värden för den här parametern bara ska vara 1 eller 0 där 1 = ja, förekommer och 0 = nej, förekommer inte och enheten ska vara enhetslös.
	Hona med frisk gonad för vitmärla	Värden för den här parametern bara ska vara 1 eller 0 där 1 = ja, förekommer och 0 = nej, förekommer inte och enheten ska vara enhetslös.
	Hona med degenererad gonad för vitmärla	Värden för den här parametern bara ska vara 1 eller 0 där 1 = ja, förekommer och 0 = nej, förekommer inte och enheten ska vara enhetslös.
	Omogen hane stadie 1-2 för vitmärla	Värden för den här parametern bara ska vara 1 eller 0 där 1 = ja, förekommer och 0 = nej, förekommer inte och enheten ska vara enhetslös.
	Mogen hane stadie 3 för vitmärla	Värden för den här parametern bara ska vara 1 eller 0 där 1 = ja, förekommer och 0 = nej, förekommer inte och enheten ska vara enhetslös.
	Skal-längd imposex	
	Längd av Vas deferens (mm) för honor i stadie 1B, 3A och 3B för imposex	
	Odifferentierade embryon för vitmärla	Odifferentierade embryon; odifferentierade ägg är separerade i obefruktad arresterad utveckling före gastrulation och felaktigt klyvningsmönster i tidiga utvecklingsstadier.
	Döda ägg för vitmärla	Döda ägg, enstaka urskiljbara.
	Död äggsamling för vitmärla	Död äggsamling, hela samlingen eller rest av döda ägg som inte går att definiera till antalet. Värden för den här parametern bara ska vara 1 eller 0 där 1 = ja, förekommer och 0 = nej, förekommer inte och enheten ska vara enhetslös.
	Ålder (ospec)	Ålder ospecificerad. Värdena Juvenil eller Adult ska anges i inrapporteringsmallen under MATVARDETEXT och enhetslos ska anges under ENHET
	Organ våtvikt	Våtvikt av hela organ (t.ex. vikt av hel lever i g)
	Androgen effekt	
	Östrogen effekt	
	Svavelbakterier	
	AhR-aktivitet	AhR [(arylkolvätereceptor (aryl-hydrocarbon receptor)/dioxinreceptor]-aktivitet som ett mått på toxisk effekt
	ER-aktivitet	Östrogenreceptor-aktivitet
	Anti-ER-aktivitet	Anti-östrogenreceptor-aktivitet
	AR-aktivitet	Androgenreceptor-aktivitet
	Anti-AR-aktivitet	Anti-androgenreceptor-aktivitet
	Nrf2-aktivitet	"Nrf2 (""transcription factor: nuclear factor erythroid-2-related factor 2"")-aktivitet som ett mått på oxidativ stress"
	GR-aktivitet	GR (glukokortikoid-receptor)-aktivitet som ett mått på immun- och inflammations-respons
	NFkB-aktivitet	"NFkB (""nuclear factor: kappa light chain enhancer of activated B cells"")-aktivitet som ett mått på immun- och inflammations-respons"
	DR CALUX - AhR-aktivitet: dioxiner (PCDD/PCDF/dl-PCB)	Chemical Activated LUciferase gene eXpression (CALUX) är en bioassay utvecklad av BioDetection Systems. DR CALUX detekterar AhR [(arylkolvätereceptor (aryl-hydrocarbon receptor)/dioxinreceptor]-aktivitet i en human cellinje med inkoporerad eldfluge-luciferasgenen kopplad till dioxin-responsiva element som en reporter-gen för närvaro av dioxiner (PCDD/PCDF/dl-PCB). Mängden emitterat ljus  kopplas till referensämnet 2,3,7,8-TCDD och uttrycks i toxiska ekvivalenter (TEQ
	PAH CALUX - AhR-aktivitet: PAH-föreningar	Chemical Activated LUciferase gene eXpression (CALUX) är en bioassay utvecklad av BioDetection Systems. PAH CALUX detekterar AhR [(arylkolvätereceptor (aryl-hydrocarbon receptor)/dioxinreceptor]-aktivitet i en rått-cellinje med inkoporerad eldfluge-luciferasgenen kopplad till dioxin-responsiva element som en reporter-gen för närvaro av PAH. Mängden emitterat ljus kopplas till referensämnet Benso[a]pyren (B[a]P) och uttrycks i B[a]P-ekvivalenter
	Microtox EC20, 5 min	2026-04-04 Ändrat bindestreck till komma samt minuter till min - https://en.wikipedia.org/wiki/Microtox_bioassay
	Microtox EC20, 15 min	2026-04-04 Ändrat bindestreck till komma samt minuter till min -https://en.wikipedia.org/wiki/Microtox_bioassay
	Microtox EC20, 30 min	2026-04-04 Ändrat bindestreck till komma samt minuter till min -https://en.wikipedia.org/wiki/Microtox_bioassay
	Microtox EC50, 5 min	2026-04-04 Ändrat bindestreck till komma samt minuter till min -https://en.wikipedia.org/wiki/Microtox_bioassay
	Microtox EC50, 15 min	2026-04-04 Ändrat bindestreck till komma samt minuter till min -https://en.wikipedia.org/wiki/Microtox_bioassay
