attributnamn	value	Definition
provtagningsmetod_tx	OfiltrVATT	Ofiltrerat vatten  (VATTEN)
provtagningsmetod_tx	OppenTeflonbelagdProvt	Öppen Teflonbelagd provtagare (DEPOSITION)
provtagningsmetod_tx	OppenTeflonbelagdProvt_PUF	Öppen Teflonbelagd provtagare med polyuretanskum (PUF)-adsorbent (DEPOSITION)
provtagningsmetod_tx	PONARH	Ponarhämtare (SEDIMENT)
provtagningsmetod_tx	PassProvt	Passiva provtagare  (VATTEN)
provtagningsmetod_tx	PassProvt_DGT	Passiva provtagare-DGT (VATTEN)
provtagningsmetod_tx	PassProvt_POCIS	Passiva provtagare-POCIS (VATTEN)
provtagningsmetod_tx	PassProvt_SPMD	Passiva provtagare-SPMD (VATTEN)
provtagningsmetod_tx	Peristalt_Pump	Peristaltisk pump (VATTEN)
provtagningsmetod_tx	Pimpelfiske	Fiske med pimpel-spö (BIOTA)
provtagningsmetod_tx	Pump_SPE_NH2	Pumpning genom SPE (fast fas-extraktion) med aminofas (LUFT)
provtagningsmetod_tx	RORHAM	Rörhämtare (SEDIMENT)
provtagningsmetod_tx	RORPROVTAG_STANG	Rörprovtagare på stång (SEDIMENT)
provtagningsmetod_tx	RuttnerHamtare	Ruttner-hämtare (VATTEN)
provtagningsmetod_tx	Ryssja	Fiske med ryssja (BIOTA)
provtagningsmetod_tx	SAKNAS	Saknas, information ej tillgänglig
provtagningsmetod_tx	SAM	Samlingsprov (SLAM)
provtagningsmetod_tx	SAM-PassProvt	Samlingsprov vid passiv provtagare (SLAM)
provtagningsmetod_tx	SPEKOLONN-IN	SPE (fast fas extraktion)-kolonn inomhus (LUFT)
provtagningsmetod_tx	STICK	Stickprov (SLAM)
provtagningsmetod_tx	STICK-PassProvt	Stickprov vid passiv provtagare (SLAM)
provtagningsmetod_tx	Sankpump	Prov tas genom sänkpump (VATTEN)
provtagningsmetod_tx	Sedfalla	Sedimentfälla (SEDIMENT)
provtagningsmetod_tx	Skakpump	Skakpump (sugpump) som genererar vakuum för att dra upp vattenprov (VATTEN)
provtagningsmetod_tx	Skruvborr	Skruvborrprovtagning (MARK)
provtagningsmetod_tx	Slaktprov	Slaktprov (BIOTA)
provtagningsmetod_tx	Snara	Snara (BIOTA)
provtagningsmetod_tx	Spadborr	Spadborr
provtagningsmetod_tx	Spade	Spade (JORD)
provtagningsmetod_tx	Spofiske	Fiske med spö (BIOTA)
provtagningsmetod_tx	Spruta	Prov tas upp direkt med spruta, med eller utan filter (VATTEN)
provtagningsmetod_tx	Sugpump	Prov tas genom sugpump (VATTEN)
provtagningsmetod_tx	TIMFIE	Time Integrating, Micro Flow, In situ Extraction (VATTEN)
provtagningsmetod_tx	Teleskopprovtagare	Yt- och dagvattenprovtagning med teleskoparm kopplad till provtagningskärl (VATTEN)
provtagningsmetod_tx	ToppjordUtanVaxtOchForna	Jordprover togs från toppjorden efter att växtdelar och förna tagits bort (MARK)
provtagningsmetod_tx	Tralning	Trålning (BIOTA)
provtagningsmetod_tx	Tryckpump	Prov tas genom trycksatt pump, t.ex. membran- eller kolvpump (VATTEN)
provtagningsmetod_tx	VIBROCORER	Vibrocorer, rörprovtagare (SEDIMENT)
provtagningsmetod_tx	Van_Veen	Van Veen bottenhuggare (SEDIMENT)
provtagningsmetod_tx	WILLNH	Willnerhämtare (SEDIMENT)
provtagningsmetod_tx	Ytvatten_InsFlask	Ytvatten insamlat genom nedsänkning av flaska för hand (VATTEN)
provtagningsmetod_tx	Ytvatten_InsGlasfl	Ytvatten insamlat för hand i glasflaskor (VATTEN)
provobjekt_tx	AgrolMendo46Bio_HydrOil	Agrol mendo 46 bio (hydraulolja)
provobjekt_tx	Aska_Eavfall	Aska från e-avfall
provobjekt_tx	AtervinnIndPlast_ABS_HIPS_PP	Återvinningsindustri-plast  (ABS, HIPS, PP fraktion)
provobjekt_tx	AtervinnIndPlast_BFR	Återvinningsindustri-plast (BFR fraktion)
provobjekt_tx	BinolVegocool_VattKr	Binol Vegocool (vattenkraftsstation)
provobjekt_tx	BP2197TurboOil_Flygpl	BP T 2197 Turbo oil 2197 (flygplats)
provobjekt_tx	BP2380TurboOil_Flygpl	BP 2380 Turbo oil (flygplats)
provobjekt_tx	Eavfall	E-avfall
provobjekt_tx	Forbrant_Eavfall	Förbränt e-avfall
provobjekt_tx	KilfrostABC2000_Avisn_Flygpl	Kilfrost ABC-2000  (avisningsvätska, flygplats)
provobjekt_tx	KilfrostDFPLUS80-Avisn-Flygpl	Kilfrost DF PLUS (80) (avisningsvätska, flygplats)
provobjekt_tx	MobileDTEHMOOil-Vattkr	Mobile DTE Heavy medium oil (vattenkraftsstation)
provobjekt_tx	MobileJetoilIISynEngOil_Flygpl	Mobile jet oil II synthetic jet engine oil (flygplats)
provobjekt_tx	Skydrol500B4_HydrOil_Flygpl	Skydrol 500B4 (hydraulolja, flygplats)
provobjekt_tx	Spillolja-Bilar	Spillolja-bilar
provobjekt_tx	Spillolja-Lastbilar	Spillolja-lastbilar
provobjekt_tx	Spillolja-Traktorer	Spillolja-traktorer
provobjekt_tx	Spillolja-Vagmaskiner	Spillolja-vägmaskiner
provobjekt_tx	Toalettpapper	Toalettpapper
provobjekt_tx	TurboSuper10W-30-Motorolja	TurboSuper 10W-30 (motorolja)
provtag_org_tx	ACES	Institutionen för miljövetenskap och analytisk kemi (ACES), Stockholms universitet. Bildad 1 januari 2015 från Institutionen för tillämpad miljövetenskap (ITM), Institutionen för analytisk kemi samt avdelning för miljökemi (från Institutionen för material- och miljökemi)
provtag_org_tx	AF	ÅF
provtag_org_tx	AFRY	AFRY, ÅF PÖRY AB -Tidigare ÅF-Pöyry, tidigare ÅF
provtag_org_tx	ALCONTROL_UME	Alcontrol AB - Umeå. År 2000-2019 från uppköp av Svelab/KM-Lab. Uppköpt av SYNLAB 2019
provtag_org_tx	ALINGSAS	Alingsås kommun
provtag_org_tx	ALLU	Allumite AB
provtag_org_tx	ANVIKSSJONS_FVOF	Anvikssjöns FVOF (fiskevårdsområdesförening)
provtag_org_tx	AQUATICUS_MK	Aquaticus Miljökonsulter AB
provtag_org_tx	ARE	Åre kommun
provtag_org_tx	BERG	Bergs kommun
provtag_org_tx	BIRDLIFE	BirdLife Sverige (tidigare Sveriges Ornitologiska Förening, SOF)
provtag_org_tx	BOLLNAS	Bollnäs kommun
provtag_org_tx	BORAS	Borås kommun (Borås stad)
provtag_org_tx	BORLANGE	Borlänge kommun
provtag_org_tx	BRACKE	Bräcke kommun
provtag_org_tx	CALLUNA	Calluna AB
provtag_org_tx	DGE	DGE Mark och Miljö AB
provtag_org_tx	DOF	Dalarnas Ornitologiska Förening (DOF)
provtag_org_tx	DRAGANS_FVOF	Dragans FVOF (fiskevårdsområdesförening)
provtag_org_tx	DYK_MAT_LOMMA	Dyk & Mat i Lomma
provtag_org_tx	ELKAB	Enstedts Limnologiska Konsultbyrå AB
provtag_org_tx	ENSUCON	Ensucon AB
provtag_org_tx	ENV-MT	Enviropro Miljöteknik/MiljöManagement Svenska AB
provtag_org_tx	ENVIPRO	Envipro Miljöteknik AB
provtag_org_tx	FALKENBERG	Falkenbergs kommun
provtag_org_tx	FALUN	Falu kommun
provtag_org_tx	FORTUM	Fortum
provtag_org_tx	FV	Fiskeriverket
provtag_org_tx	GAVLE	Gävle kommun
provtag_org_tx	GESUNDENS_FVOV	Gesundens FVOF (fiskevårdsområdesförening)
provtag_org_tx	GLOF	Gävleborgs läns Ornitologiska Förening (GLOF)
provtag_org_tx	GOF_GOTL	Gotlands Ornitologiska Förening (GOF)
provtag_org_tx	GRIMNAS_LANDSOMFJ_FVOF	Grimnäs-Landsomfjärdens FVOF (fiskevårdsområdesförening)
provtag_org_tx	GU	Göteborgs universitet
provtag_org_tx	HARJEDALEN	Härjedalens kommun
provtag_org_tx	HKR	Högskolan Kristianstad
provtag_org_tx	HOFORS	Hofors kommun
provtag_org_tx	HOFORSHUS_AB	Hoforshus AB
provtag_org_tx	HUDIKSVALL	Hudiksvalls kommun
provtag_org_tx	HaV	Havs- och vattenmyndigheten
provtag_org_tx	INDALSALVEN_FORS_FVOF	Indalsälven-Fors FVOF (fiskevårdsområdesförening)
provtag_org_tx	IVL	IVL Svenska Miljöinstitutet AB
provtag_org_tx	JAMTTROLL	Jamttrollarna, sportfiskeförening, förbundsklubb I Sportfiskarna
provtag_org_tx	JONKOPING	Jönköpings kommun
provtag_org_tx	JORMVATTNETS_FVOF	Jormvattnets FVOF (fiskevårdsområdesförening)
provtag_org_tx	KAPPALAFORBUNDET	Käppalaförbundet
provtag_org_tx	KARLSKRONA	Karlskrona kommun
provtag_org_tx	KARLSTAD	Karlstads kommun
provtag_org_tx	KEMAKTA	Kemakta Konsult AB
provtag_org_tx	KH	Kalmar högskola
provtag_org_tx	KLIPPAN	Klippans kommun
provtag_org_tx	KM-LAB	KM-Lab, KM-Laboratorierna AB. Till år 2000.
provtag_org_tx	KMFS	Kristinebergs marina forskningsstation, institutionen för marin ekologi, Göteborgs universitet
provtag_org_tx	KRISTIANSTAD	Kristianstads kommun
provtag_org_tx	KROKOM	Krokoms kommun
provtag_org_tx	KUNGSBACKA	Kungsbacka kommun
provtag_org_tx	LILJEMARK_CONSULT	Liljemark Consulting AB
provtag_org_tx	LITSBYGDEN_FVOF	Litsbygden FVOF (fiskevårdsområdesförening)
provtag_org_tx	LJUSDAL	Ljusdals kommun
provtag_org_tx	LKAB	Luossavaara-Kiirunavaara Aktiebolag (LKAB)
provtag_org_tx	LNU	Linnéuniversitetet
provtag_org_tx	LOFSDALEN_GLOTE_FVOF	Lofsdalen-Glöte FVOF (fiskevårdsområdesförening)
provtag_org_tx	LST-AB	Länsstyrelsen i Stockholms län
provtag_org_tx	LST-AC	Länsstyrelsen i Västerbottens län
provtag_org_tx	LST-BD	Länsstyrelsen i Norrbottens län
provtag_org_tx	LST-C	Länsstyrelsen i Uppsala län
provtag_org_tx	LST-D	Länsstyrelsen i Sörmlands län
provtag_org_tx	LST-E	Länsstyrelsen i Östergötlands län
provtag_org_tx	LST-F	Länsstyrelsen i Jönköpings län
provtag_org_tx	LST-G	Länsstyrelsen i Kronobergs län
provtag_org_tx	LST-H	Länsstyrelsen i Kalmar län
provtag_org_tx	LST-I	Länsstyrelsen i Gotlands län
provtag_org_tx	LST-K	Länsstyrelsen i Blekinge län
provtag_org_tx	LST-M	Länsstyrelsen i Skåne län
provtag_org_tx	LST-N	Länsstyrelsen i Hallands län
provtag_org_tx	LST-O	Länsstyrelsen i Västra Götalands län
provtag_org_tx	LST-S	Länsstyrelsen i Värmlands län
provtag_org_tx	LST-T	Länsstyrelsen i Örebro län
provtag_org_tx	LST-U	Länsstyrelsen i Västmanlands län
provtag_org_tx	LST-W	Länsstyrelsen i Dalarnas sän
provtag_org_tx	LST-X	Länsstyrelsen i Gävleborgs län
provtag_org_tx	LST-Y	Länsstyrelsen i Västernorrlands län
provtag_org_tx	LST-Z	Länsstyrelsen i Jämtlands län
provtag_org_tx	LULEA	Luleå kommun
provtag_org_tx	LYCKSELE	Lycksele kommun
provtag_org_tx	LYNX_MILJO	Lynx Miljökonsult AB
provtag_org_tx	MALMO	Malmö kommun (Malmö stad)
provtag_org_tx	MALUNG-SALEN	Malung-Sälens kommun
provtag_org_tx	MARIESTAD	Mariestads kommun
provtag_org_tx	MEDINS	Medins Havs och Vattenkonsulter AB. Tidigare: Medins Biologi AB. Förvärvades i september 2023 av Sweco och är sedan 1 mars 2024 en integrerad del av Sweco Sverige AB
provtag_org_tx	MMAB	Marine Monitoring AB
provtag_org_tx	NALDSJONS_FVOF	Näldsjöns FVOF (fiskevårdsområdesförening)
provtag_org_tx	NATURSKYDDSFORENINGEN	Naturskyddsföreningen,  (tidigare Svenska naturskyddsföreningen, SNF)
provtag_org_tx	NATURV_ROSLAG	Naturvatten i Roslagen AB
provtag_org_tx	NIRAS	NIRAS Sweden AB
provtag_org_tx	NIVA	Norsk Institutt for Vannforskning
provtag_org_tx	NOF	Norrbottens Ornitologiska Förening (NOF)
provtag_org_tx	NORDANSTIG	Nordanstigs kommun
provtag_org_tx	NRM	Naturhistoriska riksmuseet (NRM)
provtag_org_tx	NSE	Norrlands Sjöentreprenad AB (NSE)
provtag_org_tx	NV	Naturvårdsverket
provtag_org_tx	NYBRO	Nybro kommun
provtag_org_tx	OBF	Oskarshamnsbygdens Fågelklubb (OBF)
provtag_org_tx	OCKELBO	Ockelbo kommun
provtag_org_tx	OREBRO	Örebro kommun
provtag_org_tx	OSTERAKER	Österåkers kommun
provtag_org_tx	OSTERSUND	Östersunds kommun
provtag_org_tx	OSTRA_ARESJONS_FVOF	Östra Åresjöns FVOF (fiskevårdsområdesförening)
provtag_org_tx	OTTSJO_FVOF	Ottsjö FVOF (fiskevårdsområdesförening)
provtag_org_tx	OVANAKER	Ovanåkers kommun
provtag_org_tx	OVRE_GIMANS_FVOF	Övre Gimåns FVOF (fiskevårdsområdesförening)
provtag_org_tx	PELAGIA	Pelagia Nature & Environment AB
provtag_org_tx	RAGUNDA	Ragunda kommun
provtag_org_tx	RAMBOLL	Ramboll Sverige
provtag_org_tx	RELEMENT	Relement Miljö Väst AB
provtag_org_tx	REVSUNDSSJONS_S_FVOF	Revsundssjöns Södra FVOF (fiskevårdsområdesförening)
provtag_org_tx	RINGMARKARE	Ringmärkare med licens utfärdad av Ringmärkningscentralen (RC) vid Naturhistoriska riksmuseet (NRM)
provtag_org_tx	ROSLAGSNATUR	Roslagsnatur AB
provtag_org_tx	RUSSFJARDENS_FVOF	Russfjärdens FVOF (fiskevårdsområdesförening)
provtag_org_tx	SAKNAS	Saknas, information ej tillgänglig
provtag_org_tx	SANDVIKEN	Sandvikens kommun
provtag_org_tx	SCANDK	Scandiakonsult Väst AB
provtag_org_tx	SEAB	Svensk Ekologikonsult AB
provtag_org_tx	SF	Sportfiskarna, Sveriges Sportfiske- och Fiskevårdsförbund
provtag_org_tx	SGS_KAR	SGS Analytics Sweden AB - Karlstad. Från 2021-04-08 efter uppköp av SYNLAB
provtag_org_tx	SGS_LIN	SGS Analytics Sweden AB - Linköping. Huvudkontor. Från 2021-04-08 efter uppköp av SYNLAB
provtag_org_tx	SGS_MAL	SGS Analytics Sweden AB - Malmö.  Från 2021-04-08 efter uppköp av SYNLAB
provtag_org_tx	SGS_UME	SGS Analytics Sweden AB - Umeå. Från 2021-04-08 efter uppköp av SYNLAB
provtag_org_tx	SGU	Sveriges geologiska undersökning (SGU)
provtag_org_tx	SKOF	Skånes Ornitologiska Förening (SkOF)
provtag_org_tx	SLU	Sveriges lantbruksuniverstitet (SLU)
provtag_org_tx	SODEHAMN	Söderhamns kommun
provtag_org_tx	SORSELE	Sorsele kommun
provtag_org_tx	STOF	Stockholms Ornitologiska Förening (StOF)
provtag_org_tx	STORSJON_BACKV_PROVFISK	Storsjön Backviken provfiskestation
provtag_org_tx	STORSJO_BERG_FVOF	Storsjö-Berg FVOF (fiskevårdsområdesförening)
provtag_org_tx	STROMSUND	Strömsunds kommun
provtag_org_tx	STRUCT_MILJO_OST	Structor Miljö Öst AB
provtag_org_tx	STUGUNS_FVOF	Stuguns FVOF (fiskevårdsområdesförening)
provtag_org_tx	SU	Stockholms universitet
provtag_org_tx	SUNDSVALL	Sundsvalls kommun
provtag_org_tx	SVA	Statens veterinärmedicinska anstalt (SVA)
provtag_org_tx	SVELAB	Svelab, Svelab Miljölaboratorier AB. 1999 sålt till Alcontrol
provtag_org_tx	SVVAEKOAB	Sveriges Vattenekologer AB
provtag_org_tx	SWECO	Sweco Sverige AB (Sweco Environment AB till 2021-01-04)
provtag_org_tx	SYNLAB_UME	SYNLAB Analytics & Services Sweden AB - Umeå. 2019-2021, uppköpt av SGS 2021-04-08
provtag_org_tx	TIERP	Tierps kommun
provtag_org_tx	TOXICON	ALS Toxicon AB
provtag_org_tx	TYRENS	Tyréns Sverige AB
provtag_org_tx	UDDEVALLA	Uddevalla kommun
provtag_org_tx	UMF	Umeå marina forskningscentrum
provtag_org_tx	UMU	Umeå universitet
provtag_org_tx	UMU_KEM_INST	Umeå universitet, Kemiska institutionen
provtag_org_tx	UU	Uppsala Universitet
provtag_org_tx	VALSJONS_FVOF	Valsjöns FVOF (fiskevårdsområdesförening)
provtag_org_tx	VASTERVIK	Västerviks kommun
provtag_org_tx	VATTENRESURS	Vattenresurs Sverige AB
provtag_org_tx	VAXJO	Växjö kommun
provtag_org_tx	VBB	VBB, SWECO-VBB
provtag_org_tx	VIAK	VIAK, SWECO-VIAK
provtag_org_tx	VIKEN_MILJOKONSULT	Viken miljökonsult AB
provtag_org_tx	VIVAB	VIVAB (Vatten & Miljö i Väst AB)
provtag_org_tx	VOF_VASTERB	Västerbottens Ornitologiska Förening (VOF)
provtag_org_tx	WSP	WSP Sverige AB
provtag_org_tx	KARLSHAMN_ENERGI	Karlshamn Energi AB
provtag_org_tx	MILJOTEKNIK_RONNEBY	Ronneby Miljö & Teknik AB
provtag_org_tx	SBVT	Skåne Blekinge Vattentjänst AB
provtag_org_tx	SOLVESBORG_ENERGI	Sölvesborgs Energi och Vatten AB
direktbehandling_tx	ANALYS	Direktanalys
direktbehandling_tx	BLAM_TOM_FRYST	Blåmusslorna förvarades i nätpåsar upphängda i en stor kylväska (30 liter) i kylrum i ett dygn för att musslorna skulle tömma matsmältningssystemet. Musslorna frystes och skickades frysta till analyslaboratoriet där de dissekerades
direktbehandling_tx	FRYST	Fryst, förvaring frys
direktbehandling_tx	FRYSTO	Frystorkat, förvaring torrt
direktbehandling_tx	ISOPRO	Isopropanol, konservering
direktbehandling_tx	KYLLADA	Kyllåda med kylklampar
direktbehandling_tx	KYLT	Kylt <+8 grad C , förvaring kylskåp
direktbehandling_tx	LUFTAT	Luftat vid provtagning
direktbehandling_tx	LUFTTO	Lufttorkat, förvaringtorrt
direktbehandling_tx	RUMTEM	Rumstemperatur >+8 grad C, förvaring torrt
direktbehandling_tx	SAKNAS	Saknas, information ej tillgänglig
direktbehandling_tx	SUMP_FLYT_KVAVE	Fisken sumpas 2-4 dagar och därefter sparas olika delar direkt i flytande kväve
direktbehandling_tx	SUMP_FRYS	Organismen har sumpats i 24 timmar och fryses därefter
direktbehandling_tx	SUMP_NV_FISKHALSA	Sumpning av fisk 2-4 dygn enligt nationella programmet för fiskhälsa, https://www.naturvardsverket.se/contentassets/94e7648453454cecbafbb2ee0192ac7f/delprogram-beskrivning-kustfisk-halsa-2021-ver-20220328.pdf. Direkt efter fångst förs fisken i fisktransportkärl till sumpningsplats. Före provtagning förvaras fisken i träsumpar under 2-4 dygn för återhämtning efter fångststress. Provtagning och viss provberedning vid respektive station utförs av respektive utförande institution som har god erfarenhet av denna typ av provtagning och analys. Provtagning sker på ett standardiserat sätt enligt utarbetade metodanvisningar. Vid provtagning bedövas fisken omedelbart efter hämtning från sumpen.
direktbehandling_tx	TORKAT	Torkat i 105 grad C, förvaring torrt
direktbehandling_tx	DEKANT	Dekantering av grumligt prov vid provtagning
direktbehandling_tx	SYRAKONS	Syrakonserverat vid provtagning
plattform_tx	<10_m	Båt <10 m
plattform_tx	10-20_m	Båt 10-20 m
plattform_tx	ANCYLUS	U/F Ancylus
plattform_tx	ARGOS	R/V Argos
plattform_tx	ARNE_TISELIUS	R/V Arne Tiselius
plattform_tx	BRYGGA	Prover togs från änden/sidor av brygga
plattform_tx	CAROLINA	U/F Carolina
plattform_tx	FISKEBAT	Fiskebåt
plattform_tx	GRANAT	M/S GRANAT
plattform_tx	IS	Provtagning från is
plattform_tx	LAND	Provtagning från land/brygga
plattform_tx	OCEAN_SURVEYOR	S/V Ocean Surveyor
plattform_tx	OSCAR_VON_SYDOW	U/F Oscar von Sydow
plattform_tx	SAKNAS	Saknas, information ej tillgänglig
plattform_tx	SKAGERRAK	R/V Skagerrak
plattform_tx	SMABAT	Småbåt
plattform_tx	SUNBEAM	R/V Sunbeam
plattform_tx	SVEA	R/V Svea
plattform_tx	UGGLAN	S/V Ugglan
laboratorium_tx	ACES	Institutionen för miljövetenskap och analytisk kemi (ACES), Stockholms universitet. Bildad 1 januari 2015 från Institutionen för tillämpad miljövetenskap (ITM), Institutionen för analytisk kemi samt avdelning för miljökemi (från Institutionen för material- och miljökemi)
laboratorium_tx	AK_LAB	AK Lab AB - Analys- och Konsultlaboratoriet i Borås
laboratorium_tx	ALCONTROL_KAR	Alcontrol AB - Karlstad. År 2000-2019 från uppköp av Svelab/KM-Lab. Uppköpt av SYNLAB 2019
laboratorium_tx	ALCONTROL_LIN	Alcontrol AB - Linköping. Huvudkontor. År 2000-2019 från uppköp av Svelab/KM-Lab. Uppköpt av SYNLAB 2019
laboratorium_tx	ALCONTROL_MAL	Alcontrol AB - Malmö. År 2000-2019 från uppköp av Svelab/KM-Lab. Uppköpt av SYNLAB 2019
laboratorium_tx	ALCONTROL_NL	Alcontrol Ltd, Rotterdam, the Netherlands
laboratorium_tx	ALCONTROL_UK_HAW	Alcontrol Ltd, Hawarden
laboratorium_tx	ALCONTROL_UME	Alcontrol AB - Umeå. År 2000-2019 från uppköp av Svelab/KM-Lab. Uppköpt av SYNLAB 2019
laboratorium_tx	ALLU	Allumite Konsult AB
laboratorium_tx	ALS_CZ_CESKA_LIPA	ALS Laboratory Group Czech Republic, Česká Lípa
laboratorium_tx	ALS_CZ_PARDUBICE	ALS Laboratory Group Czech Republic, Pardubice
laboratorium_tx	ALS_DAND	ALS - Danderyd
laboratorium_tx	ALS_DENMARK	ALS Denmark A/S, Humlebaek
laboratorium_tx	ALS_LULE	ALS - Luleå
laboratorium_tx	ALS_PRAG	ALS Laboratory Group Czech Republic, Prague
laboratorium_tx	ALS_UK_COV	ALS Environmental, Coventry, UK
laboratorium_tx	ALS_UK_HAW	ALS Environmental, Hawarden, UK
laboratorium_tx	ANALYCEN	Lantmännen Analycen AB
laboratorium_tx	ANALYTICA	Analytica AB. 1998 sammanslaget med SGAB. Från 2006 Uppköpt av ALS
laboratorium_tx	AU_DK	Aarhus Universitet, Århus Danmark
laboratorium_tx	BDS	BioDetection Systems b.v. (BDS)
laboratorium_tx	BioCellAnalytica	BioCell Analytica Uppsala AB
laboratorium_tx	CALLUNA	Calluna AB
laboratorium_tx	EJ_REL	Ej relevant, information ej av betydelse för parametern
laboratorium_tx	ELKAB	Enstedts Limnologiska Konsultbyrå AB (ELK)
laboratorium_tx	ENVIPRO	ENVIPRO Miljöteknik AB
laboratorium_tx	ERKEN	Erkenlaboratoriet, Institutionen för ekologi och genetik, Evolutionsbiologiskt centrum (EBC), Uppsala universitet
laboratorium_tx	EUROFINS_ANALYTICO_BARNEVELD	Eurofins Analytico, Barneveld
laboratorium_tx	EUROFINS_GFA_LABSERV_HAMB	Eurofins GfA Lab Service GmbH, Hamburg
laboratorium_tx	EUROFINS_OMEGAM	Eurofins Omegam, Amsterdam-Duivendrecht
laboratorium_tx	EUROFINS_SOFIA_BERLIN	Eurofins SOFIA GmbH, Berlin
laboratorium_tx	EUROFINS_TEST_BIOFUEL_ENERGY_LIDK	Eurofins Biofuel & Energy Testing Sweden AB, Lidköping
laboratorium_tx	EUROFINS_TEST_FOOD_FEED_JONK	Eurofins Food & Feed Testing Sweden AB, Jönköping
laboratorium_tx	EUROFINS_TEST_FOOD_FEED_LIDK	Eurofins Food & Feed Testing Sweden AB, Lidköping
laboratorium_tx	EUROFINS_TEST_LIDK	Eurofins Environment Testing Sweden AB, Lidköping
laboratorium_tx	EUROFINS_TEST_UPPS	Eurofins Environment Testing Sweden AB, Uppsala
laboratorium_tx	EUROFINS_TEST_WATER_LIDK	Eurofins Water Testing Sweden AB, Lidköping
laboratorium_tx	EUROFINS_VEJEN	Eurofins Environment Vejen, Denmark
laboratorium_tx	EXPOS	Exposmeter AB. Numera Nya Exposmeter AB
laboratorium_tx	GALAB	GALAB Laboratories GmbH, Hamburg
laboratorium_tx	GBA	GBA Gesellschaft fűr Bioanalytik mbH Germany
laboratorium_tx	IMAB	IMAB, Industrins Miljöanalys AB
laboratorium_tx	INST_NOWAK	Institut Dr. Nowak GmbH & Co. KG
laboratorium_tx	INST_PUB_H_OST	Institute of Public Health Ostrava
laboratorium_tx	ITL	Isotoptekniska laboratoriet (Stockholm)
laboratorium_tx	ITM	Institutionen för tillämpad miljövetenskap, Stockholms universitet. Till 1 januari 2015, övergick då i ACES, bildad från från Institutionen för tillämpad miljövetenskap, Institutionen för analytisk kemi samt avdelning för miljökemi (från Institutionen för material- och miljökemi)
laboratorium_tx	IVL	IVL Svenska Miljöinstitutet AB
laboratorium_tx	IVL_GBG	IVL Svenska Miljöinstitutet AB - Göteborg
laboratorium_tx	KALMAR_MUS	Kalmar museum
laboratorium_tx	KEMANA	Kemanalys AB
laboratorium_tx	KM-LAB	KM-Lab, KM-Laboratorierna AB. Till år 2000.
laboratorium_tx	KMF	Kristinebergs marina forskningsstation
laboratorium_tx	LIVSMEDELSVERKET	Livsmedelsverket
laboratorium_tx	LKAB-KEMLAB	LKAB:s kemiska laboratorium (Kem-lab) i Kiruna
laboratorium_tx	LMI-H	LMI AB - Helsingborg
laboratorium_tx	LST-F	Länsstyrelsen i Jönköpings län
laboratorium_tx	MEANA	MeAna - Konsult AB
laboratorium_tx	MEDINS	Medins Havs och Vattenkonsulter AB. Tidigare: Medins Biologi AB
laboratorium_tx	MIKROKEMI	Mikro Kemi AB
